0: AIKEN; original id: 52
741: Anthony, Beryl, Jr. [AR-4]; original id: 14601
742: ATKINSON; original id: 14602
743: BAILEY, D.; original id: 14603
744: BARNES; original id: 14604
745: Bereuter, Doug [NE-1]; original id: 14605
746: BETHUNE; original id: 14606
747: BONER; original id: 14607
748: Byron, Beverly B. [MD-6]; original id: 14608
749: CAMPBELL; original id: 14609
750: CARNEY; original id: 14610
751: Cheney, Dick [WY]; original id: 14611
752: Clinger, William F., Jr. [PA-23]; original id: 14612
753: Coelho, Anthony Lee [CA-15]; original id: 14613
754: Courter, Jim [NJ-12]; original id: 14614
755: CRANE, D.; original id: 14615
756: Dannemeyer, William E. [CA-39]; original id: 14616
757: Daschle, Thomas A. [SD]; original id: 14617
758: Davis, Robert W. [MI-11]; original id: 14618
759: DECKARD; original id: 14619
760: Dixon, Julian C. [CA-28]; original id: 14620
761: Donnelly, Brian J. [MA-11]; original id: 14621
762: DOUGHERTY; original id: 14622
763: ERDAHL; original id: 14623
764: Fazio, Vic [CA-4]; original id: 14624
765: FERRARO; original id: 14625
766: Frost, Martin [TX-24]; original id: 14626
767: Gingrich, Newt [GA-6]; original id: 14627
768: Gramm, Phil [TX]; original id: 14628
769: Gray, William H., III [PA-2]; original id: 14629
770: GRISHAM; original id: 14630
771: Guarini, Frank J. [NJ-14]; original id: 14631
772: Hall, Tony P. [OH-3]; original id: 14632
773: HANCE; original id: 14633
774: HINSON; original id: 14634
775: Hopkins, Larry J. [KY-6]; original id: 14635
776: Hutto, Earl [FL-1]; original id: 14636
777: JEFFRIES; original id: 14637
778: KOGOVSEK; original id: 14638
779: KRAMER; original id: 14639
780: LEACH, C.; original id: 14640
781: Leath, Marvin [TX-11]; original id: 14641
782: LEE; original id: 14642
783: Leland, Mickey [TX-18]; original id: 14643
784: Lewis, Jerry [CA-35]; original id: 14644
785: LOEFFLER; original id: 14645
786: LOWRY; original id: 14646
787: LUNGREN; original id: 14647
788: MICA; original id: 14648
789: Matsui, Robert T. [CA-3]; original id: 14649
790: Mavroules, Nicholas [MA-6]; original id: 14650
791: Nelson, Bill [FL-11]; original id: 14651
792: Pashayan, Charles, Jr. [CA-17]; original id: 14652
793: RATCHFORD; original id: 14653
794: Ritter, Don [PA-15]; original id: 14654
795: Roth, Toby [WI-8]; original id: 14655
796: Sabo, Martin Olav [MN-5]; original id: 14656
797: Sensenbrenner, F. James, Jr. [WI-9]; original id: 14657
798: SHANNON; original id: 14658
799: Shelby, Richard C. [AL]; original id: 14659
800: Shumway, Norman D. [CA-14]; original id: 14660
801: Snowe, Olympia J. [ME-2]; original id: 14661
802: Solomon, Gerald B. H. [NY-24]; original id: 14662
803: STACK; original id: 14663
804: Stenholm, Charles W. [TX-17]; original id: 14664
805: STEWART, B.; original id: 14665
806: Swift, Al [WA-2]; original id: 14666
807: Synar, Mike [OK-2]; original id: 14667
808: Tauke, Thomas Joseph [IA-2]; original id: 14668
809: Thomas, William M. [CA-20]; original id: 14669
810: Whittaker, Bob [KS-5]; original id: 14670
811: WILLIAMS, L.; original id: 14671
812: Williams, Pat [MT-1]; original id: 14672
813: Wolpe, Howard E. [MI-3]; original id: 14673
814: WYATT; original id: 14674
815: Petri, Thomas E. [WI-6]; original id: 14675
816: ROYER; original id: 14676
817: Porter, John Edward [IL-10]; original id: 14677
818: MUSTO; original id: 14678
819: Tauzin, W. J. (Billy) [LA-3]; original id: 14679
820: HUTCHINSON; original id: 14680
821: Crockett, George W., Jr. [MI-13]; original id: 14681
822: Boren, David L. [OK]; original id: 14700
823: Boschwitz, Rudy [MN]; original id: 14701
824: Bradley, Bill [NJ]; original id: 14702
825: Durenberger, Dave [MN]; original id: 14703
826: Exon, J. James [NE]; original id: 14704
827: Heflin, Howell [AL]; original id: 14705
828: Humphrey, Gordon J. [NH]; original id: 14706
829: JEPSEN; original id: 14707
830: Kassebaum, Nancy Landon [KS]; original id: 14708
831: Levin, Carl [MI]; original id: 14709
832: Simpson, Alan K. [WY]; original id: 14710
833: STEWART; original id: 14711
834: Warner, John W. [VA]; original id: 14712
835: Mitchell, George J. [ME]; original id: 14713
836: BAILEY, W.; original id: 14800
837: BENEDICT; original id: 14801
838: Bliley, Tom [VA-3]; original id: 14802
839: Brown, Hank [CO-4]; original id: 14803
840: CARMAN; original id: 14804
841: CHAPPIE; original id: 14805
842: Coats, Daniel [IN]; original id: 14806
843: COYNE, J.; original id: 14807
844: Coyne, William J. [PA-14]; original id: 14808
845: Craig, Larry E. [ID-1]; original id: 14809
846: DAUB; original id: 14810
847: DENARDIS; original id: 14811
848: Dorgan, Byron L. [ND]; original id: 14812
849: Dreier, David [CA-33]; original id: 14813
850: DUNN; original id: 14814
851: Dwyer, Bernard J. [NJ-6]; original id: 14815
852: Dymally, Mervyn M. [CA-31]; original id: 14816
853: Dyson, Roy [MD-1]; original id: 14817
854: Eckart, Dennis E. [OH-11]; original id: 14818
855: Emerson, Bill [MO-8]; original id: 14819
856: EVANS, C.; original id: 14820
857: FIEDLER; original id: 14821
858: Fields, Jack [TX-8]; original id: 14822
859: Foglietta, Thomas M. [PA-1]; original id: 14823
860: Frank, Barney [MA-4]; original id: 14824
861: Gejdenson, Sam [CT-2]; original id: 14825
862: Gregg, Judd [NH]; original id: 14826
863: Gunderson, Steve [WI-3]; original id: 14827
864: Hall, Ralph M. [TX-4]; original id: 14828
865: Hansen, James V. [UT-1]; original id: 14829
866: HARTNETT; original id: 14830
867: Hatcher, Charles [GA-2]; original id: 14831
868: HENDON; original id: 14832
869: Hertel, Dennis M. [MI-14]; original id: 14833
870: Hiler, John Patrick [IN-3]; original id: 14834
871: Hunter, Duncan [CA-45]; original id: 14835
872: JOHNSTON; original id: 14836
873: Lantos, Tom [CA-11]; original id: 14837
874: LEBOUTILLIER; original id: 14838
875: Lowery, Bill [CA-41]; original id: 14839
876: Martin, David O'B. [NY-26]; original id: 14840
877: Martin, Lynn M. [IL-16]; original id: 14841
878: McCollum, Bill [FL-5]; original id: 14842
879: McCurdy, Dave [OK-4]; original id: 14843
880: McEwen, Bob [OH-6]; original id: 14844
881: McGrath, Raymond J. [NY-5]; original id: 14845
882: Molinari, Guy [NY-14]; original id: 14846
883: Morrison, Sid [WA-4]; original id: 14847
884: NAPIER; original id: 14848
885: NELLIGAN; original id: 14849
886: PATMAN; original id: 14850
887: ROBERTS, C.; original id: 14851
888: Roberts, Pat [KS-1]; original id: 14852
889: ROEMER; original id: 14853
890: Rogers, Harold [KY-5]; original id: 14854
891: Roukema, Marge [NJ-5]; original id: 14855
892: Savage, Gus [IL-2]; original id: 14856
893: Schneider, Claudine [RI-2]; original id: 14857
894: Schumer, Charles E. [NY-10]; original id: 14858
895: SHAMANSKY; original id: 14859
896: Shaw, E. Clay, Jr. [FL-15]; original id: 14860
897: Skeen, Joe [NM-2]; original id: 14861
898: SMITH, A.; original id: 14862
899: Smith, Christopher H. [NJ-4]; original id: 14863
900: Smith, Denny [OR-5]; original id: 14864
901: STATON; original id: 14865
902: WASHINGTON; original id: 14866
903: WEBER, E.; original id: 14867
904: Weber, Vin [MN-2]; original id: 14868
905: Wolf, Frank R. [VA-10]; original id: 14869
906: WORTLEY; original id: 14870
907: Wyden, Ron [OR-3]; original id: 14871
908: SILJANDER; original id: 14872
909: Hoyer, Steny H. [MD-5]; original id: 14873
910: DOWDY; original id: 14874
911: Oxley, Michael G. [OH-4]; original id: 14875
912: SMITH, J.; original id: 14876
913: Kennelly, Barbara B. [CT-1]; original id: 14877
914: Martinez, Matthew G. [CA-30]; original id: 14879
915: HALL, H.; original id: 14880
916: D'Amato, Alfonse [NY]; original id: 14900
917: DENTON; original id: 14901
918: Dixon, Alan J. [IL]; original id: 14902
919: EAST; original id: 14903
920: Gorton, Slade [WA]; original id: 14904
921: HAWKINS; original id: 14905
922: MATTINGLY; original id: 14906
923: Murkowski, Frank H. [AK]; original id: 14907
924: Nickles, Don [OK]; original id: 14908
925: Rudman, Warren [NH]; original id: 14909
926: Specter, Arlen [PA]; original id: 14910
927: BRADY; original id: 14911
928: Bingaman, Jeff [NM]; original id: 14912
929: HECHT; original id: 14913
930: Lautenberg, Frank R. [NJ]; original id: 14914
931: Wilson, Pete [CA]; original id: 14915
932: EVANS; original id: 14916
933: Kerry, John F. [MA]; original id: 14920
934: McConnell, Mitch [KY]; original id: 14921
935: Rockefeller, Jay [WV]; original id: 14922
936: Ackerman, Gary L. [NY-7]; original id: 15000
937: Andrews, Michael [TX-25]; original id: 15001
938: Bartlett, Steve [TX-3]; original id: 15002
939: Bateman, Herbert H. [VA-1]; original id: 15003
940: Bates, Jim [CA-44]; original id: 15004
941: Berman, Howard L. [CA-26]; original id: 15005
942: Bilirakis, Michael [FL-9]; original id: 15006
943: Boehlert, Sherwood L. [NY-25]; original id: 15007
944: Borski, Robert A. [PA-3]; original id: 15008
945: Bosco, Douglas H. [CA-1]; original id: 15009
946: Boucher, Rick [VA-9]; original id: 15010
947: Boxer, Barbara [CA-6]; original id: 15011
948: BRITT; original id: 15012
949: Bryant, John W. [TX-5]; original id: 15013
950: Burton, Dan [IN-6]; original id: 15014
951: Carper, Thomas R. [DE-98]; original id: 15015
952: Chandler, Rod D. [WA-8]; original id: 15016
953: Clarke, James McC. [NC-11]; original id: 15017
954: Coleman, Ronald D. [TX-16]; original id: 15018
955: Cooper, Jim [TN-4]; original id: 15019
956: DeWine, Michael [OH-7]; original id: 15020
957: Durbin, Richard J. [IL-20]; original id: 15021
958: Erdreich, Ben [AL-6]; original id: 15022
959: Evans, Lane [IL-17]; original id: 15023
960: Feighan, Edward F. [OH-19]; original id: 15024
961: FRANKLIN; original id: 15025
962: Gekas, George W. [PA-17]; original id: 15026
963: HARRISON; original id: 15027
964: Johnson, Nancy L. [CT-6]; original id: 15028
965: Kaptur, Marcy [OH-9]; original id: 15029
966: Kasich, John R. [OH-12]; original id: 15030
967: Kolter, Joseph P. [PA-4]; original id: 15031
968: Lehman, Richard H. [CA-18]; original id: 15032
969: Levin, Sander M. [MI-17]; original id: 15033
970: Levine, Mel [CA-27]; original id: 15034
971: Lewis, Thomas F. [FL-12]; original id: 15035
972: Lipinski, William O. [IL-5]; original id: 15036
973: Mack, Connie [FL]; original id: 15037
974: MACKAY; original id: 15038
975: McCain, John [AZ]; original id: 15039
976: McCandless, Alfred A. (Al) [CA-37]; original id: 15040
977: McCloskey, Frank [IN-8]; original id: 15041
978: MCKERNAN; original id: 15042
979: MCNULTY; original id: 15043
980: Moody, Jim [WI-5]; original id: 15044
981: Morrison, Bruce A. [CT-3]; original id: 15045
982: Mrazek, Robert J. [NY-3]; original id: 15046
983: Nielson, Howard C. [UT-3]; original id: 15047
984: Olin, James R. [VA-6]; original id: 15048
985: Ortiz, Solomon P. [TX-27]; original id: 15049
986: Owens, Major R. [NY-12]; original id: 15050
987: Packard, Ron [CA-43]; original id: 15051
988: Penny, Timothy J. [MN-1]; original id: 15052
989: Ray, Richard B. [GA-3]; original id: 15053
990: Reid, Harry M. [NV]; original id: 15054
991: Richardson, Bill [NM-3]; original id: 15055
992: Ridge, Thomas J. [PA-21]; original id: 15056
993: Rowland, J. Roy [GA-8]; original id: 15057
994: Schaefer, Dan [CO-6]; original id: 15058
995: Sikorski, Gerry E. [MN-6]; original id: 15059
996: Sisisky, Norman [VA-4]; original id: 15060
997: Slattery, Jim [KS-2]; original id: 15061
998: Smith, Lawrence [FL-16]; original id: 15062
999: Smith, Robert [OR-2]; original id: 15063
1000: Spratt, John M., Jr. [SC-5]; original id: 15064
1001: Staggers, Harley O., Jr. [WV-2]; original id: 15065
1002: Sundquist, Don [TN-7]; original id: 15066
1003: Tallon, Robert M. (Robin) [SC-6]; original id: 15068
1004: Thomas, Lindsay [GA-1]; original id: 15069
1005: Torres, Estaban Edward [CA-34]; original id: 15070
1006: Torricelli, Robert G. [NJ-9]; original id: 15071
1007: Towns, Edolphus [NY-11]; original id: 15072
1008: Valentine, Tim [NC-2]; original id: 15073
1009: VANDER JAGT; original id: 15074
1010: Vucanovich, Barbara F. [NV-2]; original id: 15075
1011: Wheat, Alan [MO-5]; original id: 15076
1012: Wise, Robert E., Jr. [WV-3]; original id: 15077
1013: ZSCHAU; original id: 15078
1014: Hayes, Charles A. [IL-1]; original id: 15079
1015: BURTON, S.; original id: 15080
1016: Darden, George (Buddy) [GA-7]; original id: 15081
1017: Kleczka, Gerald D. [WI-4]; original id: 15082
1018: Mollohan, Alan B. [WV-1]; original id: 15083
1019: Atkins, Chester G. [MA-5]; original id: 15084
1020: Barton, Joe [TX-6]; original id: 15085
1021: Bentley, Helen Delich [MD-2]; original id: 15086
1022: BOULTER; original id: 15087
1023: Bruce, Terry L. [IL-19]; original id: 15088
1024: Bustamante, Albert G. [TX-23]; original id: 15089
1025: Callahan, Sonny [AL-1]; original id: 15090
1026: COBEY; original id: 15091
1027: Coble, Howard [NC-6]; original id: 15092
1028: Combest, Larry [TX-19]; original id: 15093
1029: DeLay, Tom [TX-22]; original id: 15094
1030: DIOGUARDI; original id: 15095
1031: ECKERT; original id: 15097
1032: Fawell, Harris W. [IL-13]; original id: 15098
1033: Gallo, Dean A. [NJ-11]; original id: 15099
1034: Gordon, Bart [TN-6]; original id: 15100
1035: GRAY, K.; original id: 15101
1036: GROTBERG; original id: 15102
1037: Henry, Paul B. [MI-5]; original id: 15103
1038: Kanjorski, Paul E. [PA-11]; original id: 15104
1039: Kolbe, Jim [AZ-5]; original id: 15105
1040: Lightfoot, Jim [IA-5]; original id: 15106
1041: Manton, Thomas J. [NY-9]; original id: 15107
1042: McMillan, J. Alex [NC-9]; original id: 15108
1043: Meyers, Jan [KS-3]; original id: 15109
1044: Miller, John R. [WA-1]; original id: 15110
1045: MONSON; original id: 15111
1046: Saxton, Jim [NJ-13]; original id: 15112
1047: Schuette, Bill [MI-10]; original id: 15114
1048: Slaughter, Louise McIntosh [NY-30]; original id: 15115
1049: Smith, Bob [NH-1]; original id: 15116
1050: Stallings, Richard H. [ID-2]; original id: 15117
1051: STRANG; original id: 15118
1052: SWEENEY; original id: 15119
1053: SWINDALL; original id: 15120
1054: Traficant, James A., Jr. [OH-17]; original id: 15121
1055: ROBINSON, T.; original id: 15122
1056: Rowland, John G. [CT-5]; original id: 15123
1057: Visclosky, Peter J. [IN-1]; original id: 15124
1058: Armey, Richard K. [TX-26]; original id: 15125
1059: HENDON; original id: 15126
1060: LONG, C.; original id: 15128
1061: Chapman, Jim [TX-1]; original id: 15129
1062: Patterson, Elizabeth [SC-4]; original id: 15171
1063: Perkins, Carl C. [KY-7]; original id: 15228
1064: WALDON; original id: 15244
1065: Abercrombie, Neil [HI-1]; original id: 15245
1066: Baker, Richard H. [LA-6]; original id: 15401
1067: Ballenger, Cass [NC-10]; original id: 15402
1068: Bilbray, James H. [NV-1]; original id: 15403
1069: Brennan, Joseph E. [ME-1]; original id: 15404
1070: Buechner, Jack [MO-2]; original id: 15405
1071: Bunning, Jim [KY-4]; original id: 15406
1072: Campbell, Ben Nighthorse [CO-3]; original id: 15407
1073: Cardin, Benjamin L. [MD-3]; original id: 15408
1074: DAVIS, J.; original id: 15409
1075: DeFazio, Peter A. [OR-4]; original id: 15410
1076: Espy, Mike [MS-2]; original id: 15411
1077: Flake, Floyd H. [NY-6]; original id: 15412
1078: Gallegly, Elton [CA-21]; original id: 15413
1079: Grandy, Fred [IA-6]; original id: 15414
1080: Grant, Bill [FL-2]; original id: 15415
1081: Harris, Claude [AL-7]; original id: 15416
1082: Hastert, J. Dennis [IL-14]; original id: 15417
1083: Hayes, James A. [LA-7]; original id: 15418
1084: Hefley, Joel [CO-5]; original id: 15419
1085: Herger, Wally [CA-2]; original id: 15420
1086: Hochbrueckner, George J. [NY-1]; original id: 15421
1087: Holloway, Clyde [LA-8]; original id: 15422
1088: Houghton, Amo [NY-34]; original id: 15423
1089: Inhofe, Jim [OK-1]; original id: 15424
1090: Johnson, Tim [SD]; original id: 15425
1091: Jontz, Jim [IN-5]; original id: 15426
1092: Kennedy, Joseph P., II [MA-8]; original id: 15427
1093: KONNYU; original id: 15428
1094: Kyl, Jon [AZ-4]; original id: 15429
1095: Lancaster, H. Martin [NC-3]; original id: 15430
1096: Lewis, John [GA-5]; original id: 15431
1097: McMillen, Thomas [MD-4]; original id: 15432
1098: Mfume, Kweisi [MD-7]; original id: 15433
1099: Morella, Constance A. [MD-8]; original id: 15434
1100: Nagle, Dave R, [IA-3]; original id: 15435
1101: Pickett, Owen B. [VA-2]; original id: 15437
1102: Price, David E. [NC-4]; original id: 15438
1103: Ravenel, Arthur, Jr. [SC-1]; original id: 15439
1104: Rhodes, John J., III [AZ-1]; original id: 15440
1105: Saiki, Patricia [HI-1]; original id: 15441
1106: Sawyer, Thomas C. [OH-14]; original id: 15442
1107: Skaggs, David E. [CO-2]; original id: 15443
1108: Slaughter, Louise McIntosh [NY-30]; original id: 15444
1109: Smith, Lamar [TX-21]; original id: 15445
1110: Upton, Fred [MI-4]; original id: 15446
1111: Weldon, Curt [PA-7]; original id: 15447
1112: Pelosi, Nancy [CA-5]; original id: 15448
1113: Shays, Christopher [CT-4]; original id: 15449
1114: Clement, Bob [TN-5]; original id: 15450
1115: McCrery, Jim [LA-4]; original id: 15451
1116: Payne, Lewis F., Jr. [VA-5]; original id: 15452
1117: Costello, Jerry F. [IL-21]; original id: 15453
1118: Pallone, Frank, Jr. [NJ-3]; original id: 15454
1119: Duncan, John J., Jr. [TN-2]; original id: 15455
1120: Bond, Christopher S. [MO]; original id: 15501
1121: Conrad, Kent [ND]; original id: 15502
1122: Graham, Bob [FL]; original id: 15503
1123: Sanford, Terry [NC]; original id: 15504
1124: KARNES; original id: 15505
1125: Campbell, Tom [CA-12]; original id: 15600
1126: Cox, Christopher [CA-40]; original id: 15601
1127: Douglas, Chuck [NH-2]; original id: 15602
1128: Engel, Eliot L. [NY-19]; original id: 15603
1129: Gillmor, Paul E. [OH-5]; original id: 15604
1130: Goss, Porter J. [FL-13]; original id: 15605
1131: Hancock, Mel [MO-7]; original id: 15606
1132: Hoagland, Peter [NE-2]; original id: 15607
1133: James, Craig T. [FL-4]; original id: 15608
1134: Johnston, Harry [FL-14]; original id: 15609
1135: Laughlin, Greg [TX-14]; original id: 15611
1136: Lowey, Nita M. [NY-20]; original id: 15612
1137: McDermott, Jim [WA-7]; original id: 15613
1138: McNulty, Michael R. [NY-23]; original id: 15614
1139: Machtley, Ronald K. [RI-1]; original id: 15615
1140: Neal, Richard E. [MA-2]; original id: 15616
1141: Parker, Mike [MS-4]; original id: 15617
1142: Paxon, Bill [NY-31]; original id: 15618
1143: Payne, Donald M. [NJ-10]; original id: 15619
1144: Poshard, Glenn [IL-22]; original id: 15620
1145: Rohrabacher, Dana [CA-42]; original id: 15621
1146: Sangmeister, George E. [IL-11]; original id: 15622
1147: Sarpalius, Bill [TX-13]; original id: 15623
1148: Schiff, Steven [NM-1]; original id: 15624
1149: Smith, Larkin [MS-5]; original id: 15625
1150: Smith, Peter [VT]; original id: 15626
1151: Stearns, Cliff [FL-6]; original id: 15627
1152: Tanner, John S. [TN-8]; original id: 15628
1153: Unsoeld, Jolene [WA-3]; original id: 15629
1154: Walsh, James T. [NY-27]; original id: 15630
1155: Long, Jill L. [IN-4]; original id: 15631
1156: Browder, Glen [AL-3]; original id: 15632
1157: Thomas, Craig [WY]; original id: 15633
1158: Ros-Lehtinen, Ileana [FL-18]; original id: 15634
1159: Condit, Gary A. [CA-15]; original id: 15635
1160: Geren, Pete [TX-12]; original id: 15636
1161: Taylor, Gene [MS-5]; original id: 15637
1162: Molinari, Susan [NY-14]; original id: 15639
1163: Bryan, Richard H. [NV]; original id: 15700
1164: Burns, Conrad R. [MT]; original id: 15701
1165: Kerrey, J. Robert [NE]; original id: 15702
1166: Kohl, Herb [WI]; original id: 15703
1167: Lieberman, Joseph I. [CT]; original id: 15704
1168: Robb, Charles S. [VA]; original id: 15705
1169: Luken, Charles [OH-1]; original id: 15823
1170: Flake, Jeff [AZ-1]; original id: 20100
1171: Boozman, John [AR-3]; original id: 20101
1172: Ross, Mike [AR-4]; original id: 20102
1173: Honda, Michael M. [CA-15]; original id: 20103
1174: Schiff, Adam B. [CA-27]; original id: 20104
1175: Solis, Hilda L. [CA-31]; original id: 20105
1176: Watson, Diane E. [CA-32]; original id: 20106
1177: Issa, Darrell E. [CA-48]; original id: 20107
1178: Davis, Susan A. [CA-49]; original id: 20108
1179: Simmons, Rob [CT-2]; original id: 20109
1180: Miller, Jeff [FL-1]; original id: 20110
1181: Crenshaw, Ander [FL-4]; original id: 20111
1182: Keller, Ric [FL-8]; original id: 20112
1183: Putnam, Adam H. [FL-12]; original id: 20113
1184: Otter, C. L. (Butch) [ID-1]; original id: 20114
1185: Kirk, Mark Steven [IL-10]; original id: 20115
1186: Johnson, Eddie Bernice [TX-30]; original id: 20116
1187: Pence, Mike [IN-2]; original id: 20117
1188: Kerns, Brian D. [IN-7]; original id: 20118
1189: Lynch, Stephen F. [MA-9]; original id: 20119
1190: Rogers, Mike [MI-8]; original id: 20120
1191: Kennedy, Mark R. [MN-2]; original id: 20121
1192: McCollum, Betty [MN-4]; original id: 20122
1193: Akin, W. Todd [MO-2]; original id: 20123
1194: Graves, Sam [MO-6]; original id: 20124
1195: Rehberg, Dennis R. [MT]; original id: 20125
1196: Osborne, Tom [NE-3]; original id: 20126
1197: Ferguson, Mike [NJ-7]; original id: 20127
1198: Grucci, Felix J., Jr. [NY-1]; original id: 20128
1199: Israel, Steve [NY-2]; original id: 20129
1200: Tiberi, Patrick J. [OH-12]; original id: 20130
1201: Sullivan, John [OK-1]; original id: 20131
1202: Carson, Brad [OK-2]; original id: 20132
1203: Hart, Melissa A. [PA-4]; original id: 20133
1204: Shuster, Bill [PA-9]; original id: 20134
1205: Platts, Todd Russell [PA-19]; original id: 20135
1206: Langevin, James R. [RI-2]; original id: 20136
1207: Brown, Henry E., Jr. [SC-1]; original id: 20137
1208: Wilson, Joe [SC-2]; original id: 20138
1209: Culberson, John Abney [TX-7]; original id: 20139
1210: Matheson, Jim [UT-2]; original id: 20140
1211: Davis, Jo Ann [VA-1]; original id: 20141
1212: Schrock, Edward L. [VA-2]; original id: 20142
1213: Forbes, J. Randy [VA-4]; original id: 20143
1214: Cantor, Eric [VA-7]; original id: 20144
1215: Larsen, Rick [WA-2]; original id: 20145
1216: Capito, Shelley Moore [WV-2]; original id: 20146
1217: Clay, Wm. Lacy [MO-1]; original id: 20147
1218: Bonner, Jo [AL-1]; original id: 20300
1219: Rogers, Mike D. [AL-3]; original id: 20301
1220: Davis, Artur [AL-7]; original id: 20302
1221: Renzi, Rick [AZ-1]; original id: 20303
1222: Franks, Trent [AZ-2]; original id: 20304
1223: Grijalva, Raul M. [AZ-7]; original id: 20305
1224: Cardoza, Dennis A. [CA-18]; original id: 20306
1225: Nunes, Devin [CA-21]; original id: 20307
1226: Thomas, William M. [CA-22]; original id: 20308
1227: Capps, Lois [CA-23]; original id: 20309
1228: Sanchez, Linda T. [CA-39]; original id: 20310
1229: Musgrave, Marilyn N. [CO-4]; original id: 20311
1230: Beauprez, Bob [CO-7]; original id: 20312
1231: Brown-Waite, Ginny [FL-5]; original id: 20313
1232: Harris, Katherine [FL-13]; original id: 20314
1233: Feeney, Tom [FL-24]; original id: 20315
1234: Diaz-Balart, Mario [FL-25]; original id: 20316
1235: Marshall, Jim [GA-3]; original id: 20317
1236: Majette, Denise L. [GA-4]; original id: 20318
1237: Gingrey, Phil [GA-11]; original id: 20319
1238: Burns, Max [GA-12]; original id: 20320
1239: Scott, David [GA-13]; original id: 20321
1240: Case, Ed [HI-2]; original id: 20322
1241: Emanuel, Rahm [IL-5]; original id: 20323
1242: Chocola, Chris [IN-2]; original id: 20324
1243: King, Steve [IA-5]; original id: 20325
1244: Chandler, Ben [KY-6]; original id: 20326
1245: Alexander, Rodney [LA-5]; original id: 20327
1246: Michaud, Michael H. [ME-2]; original id: 20328
1247: Ruppersberger, C. A. Dutch [MD-2]; original id: 20329
1248: Van Hollen, Chris [MD-8]; original id: 20330
1249: Miller, Candice S. [MI-10]; original id: 20331
1250: McCotter, Thaddeus G. [MI-11]; original id: 20332
1251: Kline, John [MN-2]; original id: 20333
1252: Porter, Jon C. [NV-3]; original id: 20334
1253: Bradley, Jeb [NH-1]; original id: 20335
1254: Garrett, Scott [NJ-5]; original id: 20336
1255: Pearce, Stevan [NM-2]; original id: 20337
1256: Bishop, Timothy H. [NY-1]; original id: 20338
1257: Ballance, Frank W., Jr. [NC-1]; original id: 20339
1258: Butterfield, G. K. [NC-1]; original id: 20340
1259: Miller, Brad [NC-13]; original id: 20341
1260: Turner, Michael R. [OH-3]; original id: 20342
1261: Ryan, Tim [OH-17]; original id: 20343
1262: Cole, Tom [OK-4]; original id: 20344
1263: Gerlach, Jim [PA-6]; original id: 20345
1264: Murphy, Tim [PA-18]; original id: 20346
1265: Barrett, J. Gresham [SC-3]; original id: 20347
1266: Janklow, William J. [SD]; original id: 20348
1267: Herseth, Stephanie [SD]; original id: 20349
1268: Davis, Lincoln [TN-4]; original id: 20350
1269: Blackburn, Marsha [TN-7]; original id: 20351
1270: Hensarling, Jeb [TX-5]; original id: 20352
1271: Neugebauer, Randy [TX-19]; original id: 20353
1272: Bell, Chris [TX-25]; original id: 20354
1273: Burgess, Michael C. [TX-26]; original id: 20355
1274: Carter, John R. [TX-31]; original id: 20356
1275: Bishop, Rob [UT-1]; original id: 20357
1276: Cramer, Robert E. (Bud), Jr. [AL-5]; original id: 29100
1277: Pastor, Ed [AZ-2]; original id: 29101
1278: Riggs, Frank [CA-1]; original id: 29103
1279: Doolittle, John T. [CA-14]; original id: 29104
1280: Dooley, Calvin M. [CA-17]; original id: 29105
1281: Waters, Maxine [CA-29]; original id: 29106
1282: Cunningham, Randy (Duke) [CA-44]; original id: 29107
1283: Allard, A. Wayne [CO-4]; original id: 29108
1284: DeLauro, Rosa L. [CT-3]; original id: 29109
1285: Franks, Gary A. [CT-5]; original id: 29110
1286: Peterson, Douglas (Pete) [FL-2]; original id: 29111
1287: Bacchus, Jim [FL-11]; original id: 29112
1288: LaRocco, Larry [ID-1]; original id: 29114
1289: Ewing, Thomas W. [IL-15]; original id: 29115
1290: Cox, John W., Jr. [IL-16]; original id: 29116
1291: Roemer, Tim [IN-3]; original id: 29117
1292: Nussle, Jim [IA-2]; original id: 29118
1293: Nichols, Dick [KS-5]; original id: 29119
1294: Jefferson, William J. [LA-2]; original id: 29120
1295: Andrews, Thomas H. [ME-1]; original id: 29121
1296: Gilchrest, Wayne T. [MD-1]; original id: 29122
1297: Olver, John W. [MA-1]; original id: 29123
1298: Camp, Dave [MI-10]; original id: 29124
1299: Collins, Barbara-Rose [MI-13]; original id: 29125
1300: Ramstad, Jim [MN-3]; original id: 29126
1301: Peterson, Collin C. [MN-7]; original id: 29127
1302: Horn, Joan Kelly [MO-2]; original id: 29128
1303: Barrett, Bill [NE-3]; original id: 29129
1304: Zeliff, William H., Jr. [NH-1]; original id: 29130
1305: Swett, Dick [NH-2]; original id: 29131
1306: Andrews, Robert E. [NJ-1]; original id: 29132
1307: Zimmer, Dick [NJ-12]; original id: 29133
1308: Serrano, Jose E. [NY-18]; original id: 29134
1309: Taylor, Charles H. [NC-11]; original id: 29135
1310: Hobson, David L. [OH-7]; original id: 29136
1311: Boehner, John A. [OH-8]; original id: 29137
1312: Brewster, Bill K. [OK-3]; original id: 29138
1313: Kopetski, Mike [OR-5]; original id: 29139
1314: Blackwell, Lucien E. [PA-2]; original id: 29140
1315: Santorum, Rick [PA-18]; original id: 29141
1316: Reed, John F. [RI-2]; original id: 29142
1317: Johnson, Timothy V. [IL-15]; original id: 29143
1318: Edwards, Chet [TX-11]; original id: 29144
